policy,t_s,queue_p99_s,engine_p99_s,thrash_per_s
GlobalFIFO,0.0,,,2.0
GlobalFIFO,1.0,,,2.0
GlobalFIFO,2.0,,,1.0
GlobalFIFO,3.0,,,1.0
GlobalFIFO,4.0,,,1.0
GlobalFIFO,5.0,,,0.0
GlobalFIFO,6.0,,,1.0
GlobalFIFO,7.0,,,1.0
GlobalFIFO,8.0,0.0009249591827392578,0.04319352149963379,1.0
GlobalFIFO,9.0,0.0009281373023986816,0.043226003646850586,1.0
GlobalFIFO,10.0,0.0009277248382568359,0.04321742057800293,1.0
GlobalFIFO,11.0,0.0010367488861083983,0.04321742057800293,1.0
GlobalFIFO,12.0,0.0010367488861083983,0.04321742057800293,2.0
GlobalFIFO,13.0,0.0010367488861083983,0.04321742057800293,0.0
GlobalFIFO,14.0,0.001037898063659668,0.04226891279220581,1.0
GlobalFIFO,15.0,0.00103330135345459,0.04225492238998413,3.0
GlobalFIFO,16.0,0.0010321521759033203,0.042239208221435544,1.0
GlobalFIFO,17.0,0.001032724380493164,0.042239208221435544,2.0
GlobalFIFO,18.0,0.0011378312110900879,0.046419234275817865,2.0
GlobalFIFO,19.0,0.0011454677581787108,0.04645016670227051,2.0
GlobalFIFO,20.0,0.0011449599266052245,0.046419234275817865,3.0
GlobalFIFO,21.0,0.0011449599266052245,0.046419234275817865,3.0
GlobalFIFO,22.0,0.0011444520950317384,0.04642341613769531,2.0
GlobalFIFO,23.0,0.0011444520950317384,0.04642341613769531,3.0
GlobalFIFO,24.0,0.001143944263458252,0.04639499187469482,2.0
GlobalFIFO,25.0,0.0011454677581787108,0.046480264663696286,0.0
GlobalFIFO,26.0,0.0011459755897521972,0.04650868892669678,3.0
GlobalFIFO,27.0,0.0015097045898437495,0.046480264663696286,0.0
GlobalFIFO,28.0,0.0015036106109619137,0.04390442848205566,0.0
GlobalFIFO,29.0,0.0014703178405761723,0.04391063690185547,2.0
GlobalFIFO,30.0,0.0014703178405761723,0.04368268013000488,3.0
GlobalFIFO,31.0,0.0015329194068908693,0.04368268013000488,1.0
GlobalFIFO,32.0,0.0015305900573730467,0.041216802597045896,2.0
GlobalFIFO,33.0,0.0016940736770629883,0.04127847671508789,2.0
GlobalFIFO,34.0,0.001687769889831543,0.04127639770507813,1.0
GlobalFIFO,35.0,0.001687769889831543,0.04127639770507813,1.0
GlobalFIFO,36.0,0.0016861939430236814,0.04127587795257568,2.0
GlobalFIFO,37.0,0.001641936302185058,0.045580141544342034,3.0
GlobalFIFO,38.0,0.0016497468948364251,0.04568617582321166,3.0
GlobalFIFO,39.0,0.0023566055297851566,0.045633158683776855,0.0
GlobalFIFO,40.0,0.002364416122436522,0.04567734003067016,1.0
GlobalFIFO,41.0,0.0023800373077392575,0.04578441381454468,1.0
GlobalFIFO,42.0,0.0023800373077392575,0.04578441381454468,1.0
GlobalFIFO,43.0,0.0023410773277282707,0.04582506656646728,3.0
GlobalFIFO,44.0,0.0023744583129882814,0.04605965137481689,1.0
GlobalFIFO,45.0,0.0023789405822753906,0.0461182975769043,4.0
GlobalFIFO,46.0,0.0023789405822753906,0.0461182975769043,1.0
GlobalFIFO,47.0,0.002344665527343751,0.04051812648773193,1.0
GlobalFIFO,48.0,0.002344665527343751,0.04051812648773193,0.0
GlobalFIFO,49.0,0.0010790753364562989,0.03873688936233521,1.0
GlobalFIFO,50.0,0.001077723503112793,0.03873688936233521,3.0
GlobalFIFO,51.0,0.001077723503112793,0.03873688936233521,1.0
GlobalFIFO,52.0,0.0012697982788085938,0.03989574432373047,1.0
GlobalFIFO,53.0,0.0012697982788085938,0.03989574432373047,1.0
GlobalFIFO,54.0,0.0012680673599243164,0.03988450527191162,2.0
GlobalFIFO,55.0,0.0012663364410400392,0.039873266220092775,1.0
GlobalFIFO,56.0,0.0012680673599243164,0.03988450527191162,3.0
GlobalFIFO,57.0,0.0012585043907165528,0.04006946086883545,2.0
GlobalFIFO,58.0,0.0012585043907165528,0.04006946086883545,2.0
GlobalFIFO,59.0,0.0015440654754638671,0.04006857872009277,2.0
GlobalFIFO,60.0,0.001541295051574707,0.040111122131347654,1.0
GlobalFIFO,61.0,0.0015385246276855469,0.04114133834838867,1.0
GlobalFIFO,62.0,0.0014982986450195312,0.04114133834838867,2.0
GlobalFIFO,63.0,0.0015153908729553223,0.041130170822143555,1.0
GlobalFIFO,64.0,0.0015254569053649901,0.04115250587463379,0.0
GlobalFIFO,65.0,0.001530489921569824,0.041163673400878904,1.0
GlobalFIFO,66.0,0.0015204238891601562,0.0426320743560791,1.0
GlobalFIFO,67.0,0.0015254569053649901,0.0426473069190979,0.0
GlobalFIFO,68.0,0.0021029090881347656,0.0426320743560791,2.0
GlobalFIFO,69.0,0.0021079254150390627,0.0426320743560791,0.0
GlobalFIFO,70.0,0.0021184587478637693,0.0426625394821167,0.0
GlobalFIFO,71.0,0.0021237254142761233,0.042628931999206546,2.0
GlobalFIFO,72.0,0.0021237254142761233,0.042628931999206546,0.0
GlobalFIFO,73.0,0.0021289920806884764,0.04265393257141113,2.0
GlobalFIFO,74.0,0.0021131920814514158,0.04266122579574585,1.0
GlobalFIFO,75.0,0.0021079254150390627,0.04264798164367676,2.0
GlobalFIFO,76.0,0.0021131920814514158,0.0413568377494812,2.0
GlobalFIFO,77.0,0.0020973920822143556,0.0413569450378418,1.0
GlobalFIFO,78.0,0.0015516805648803712,0.04136420249938965,1.0
GlobalFIFO,79.0,0.0008201837539672851,0.04317338466644287,1.0
GlobalFIFO,80.0,0.0008201837539672851,0.04317338466644287,2.0
GlobalFIFO,81.0,0.0008201837539672851,0.04317338466644287,1.0
GlobalFIFO,82.0,0.0008794903755187988,0.04311525583267212,1.0
GlobalFIFO,83.0,0.0008794903755187988,0.04311525583267212,0.0
GlobalFIFO,84.0,0.000874018669128418,0.043100810050964354,0.0
GlobalFIFO,85.0,0.0008753561973571778,0.043127443790435795,1.0
GlobalFIFO,86.0,0.0012505865097045899,0.043127443790435795,1.0
GlobalFIFO,87.0,0.0012625598907470702,0.04312228679656982,0.0
GlobalFIFO,88.0,0.0012625598907470702,0.04312228679656982,1.0
GlobalFIFO,89.0,0.0012659287452697753,0.039261620044708255,2.0
GlobalFIFO,90.0,0.001262989044189453,0.03927894592285156,1.0
GlobalFIFO,91.0,0.001262989044189453,0.03927894592285156,2.0
GlobalFIFO,92.0,0.0012747478485107423,0.03928254127502442,2.0
GlobalFIFO,93.0,0.0012688684463500975,0.04274555206298828,2.0
GlobalFIFO,94.0,0.0012659287452697753,0.04270874977111816,3.0
GlobalFIFO,95.0,0.001262989044189453,0.042671947479248046,0.0
GlobalFIFO,96.0,0.0009832096099853516,0.042734375,2.0
GlobalFIFO,97.0,0.0009820437431335449,0.04270537614822388,1.0
GlobalFIFO,98.0,0.0009820437431335449,0.04270537614822388,1.0
GlobalFIFO,99.0,0.0022195887565612795,0.04330656051635742,2.0
GlobalFIFO,100.0,0.0022195887565612795,0.04330656051635742,2.0
GlobalFIFO,101.0,0.00220482349395752,0.04330282211303711,0.0
GlobalFIFO,102.0,0.0021752929687499987,0.043295345306396484,1.0
GlobalFIFO,103.0,0.00220482349395752,0.04328243732452393,0.0
GlobalFIFO,104.0,0.0022195887565612795,0.043288214206695555,1.0
GlobalFIFO,105.0,0.0022221803665161137,0.04328243732452393,4.0
GlobalFIFO,106.0,0.0022221803665161137,0.04328243732452393,1.0
GlobalFIFO,107.0,0.002235209941864014,0.043288214206695555,0.0
GlobalFIFO,108.0,0.002235209941864014,0.043288214206695555,2.0
GlobalFIFO,109.0,0.0010244131088256836,0.042590835094451905,1.0
GlobalFIFO,110.0,0.001022088527679443,0.04251453161239624,0.0
GlobalFIFO,111.0,0.0010372018814086914,0.043411879539489745,2.0
GlobalFIFO,112.0,0.0010380816459655761,0.043084690570831294,1.0
GlobalFIFO,113.0,0.0010380816459655761,0.043084690570831294,4.0
GlobalFIFO,114.0,0.0010372018814086914,0.04305139064788818,1.0
GlobalFIFO,115.0,0.0009443187713623046,0.043080596923828124,2.0
GlobalFIFO,116.0,0.0009443187713623046,0.043080596923828124,4.0
GlobalFIFO,117.0,0.0009418582916259766,0.04301816940307617,2.0
GlobalFIFO,118.0,0.0009393978118896485,0.04295574188232422,1.0
GlobalFIFO,119.0,0.0009430885314941406,0.043049383163452144,2.0
GlobalFIFO,120.0,0.0009419775009155275,0.04335189342498779,1.0
GlobalFIFO,121.0,0.0007800626754760743,0.04183360576629639,0.0
GlobalFIFO,122.0,0.0007797336578369141,0.04371238708496093,0.0
GlobalFIFO,123.0,0.0007787466049194335,0.04365872144699097,1.0
GlobalFIFO,124.0,0.0007790756225585937,0.04367776393890381,0.0
GlobalFIFO,125.0,0.0007505226135253906,0.04371584892272949,0.0
GlobalFIFO,126.0,0.0007505440711975098,0.04373489141464233,0.0
GlobalFIFO,127.0,0.0007505869865417481,0.04377297639846802,1.0
GlobalFIFO,128.0,0.0007506084442138672,0.04379201889038086,2.0
GlobalFIFO,129.0,0.0007505869865417481,0.04377297639846802,1.0
GlobalFIFO,130.0,0.0007482051849365234,0.04377297639846802,1.0
GlobalFIFO,131.0,0.0007414388656616211,0.04377297639846802,2.0
GlobalFIFO,132.0,0.0007414436340332032,0.0418506908416748,1.0
GlobalFIFO,133.0,0.0007414579391479492,0.03963422775268555,0.0
GlobalFIFO,134.0,0.0007414579391479492,0.03963422775268555,2.0
GlobalFIFO,135.0,0.0007414674758911133,0.0396265983581543,2.0
GlobalFIFO,136.0,0.0007414674758911133,0.0396265983581543,3.0
GlobalFIFO,137.0,0.0007414627075195313,0.0396624755859375,1.0
GlobalFIFO,138.0,0.0007414650917053222,0.03950389146804809,0.0
GlobalFIFO,139.0,0.0007414674758911133,0.039354386329650874,0.0
GlobalFIFO,140.0,0.0007412314414978027,0.03938676118850708,0.0
GlobalFIFO,141.0,,,2.0
GlobalFIFO,142.0,,,2.0
GlobalFIFO,143.0,,,1.0
GlobalFIFO,144.0,0.0007455468177795411,0.042905104160308835,1.0
GlobalFIFO,145.0,0.0007563066482543945,0.042869772911071774,2.0
GlobalFIFO,146.0,0.0007569289207458496,0.04283444166183471,4.0
GlobalFIFO,147.0,0.0007569289207458496,0.04294055223464966,1.0
GlobalFIFO,148.0,0.0007569217681884766,0.042920379638671874,1.0
GlobalFIFO,149.0,0.0007569217681884766,0.042920379638671874,3.0
GlobalFIFO,150.0,0.0007569074630737304,0.04288003444671631,2.0
GlobalFIFO,151.0,0.0007593131065368652,0.04285986185073853,3.0
GlobalFIFO,152.0,0.0007593131065368652,0.0429174542427063,2.0
GlobalFIFO,153.0,0.000759286880493164,0.04345626831054687,4.0
GlobalFIFO,154.0,0.0007593131065368652,0.043296217918395996,0.0
GlobalFIFO,155.0,0.0007593011856079101,0.04333460330963135,2.0
GlobalFIFO,156.0,0.0007588958740234375,0.04335379600524902,0.0
GlobalFIFO,157.0,0.0007590723037719727,0.043392181396484375,2.0
GlobalFIFO,158.0,0.0007432222366333006,0.043392181396484375,1.0
GlobalFIFO,159.0,0.0007404923439025878,0.0433729887008667,1.0
GlobalFIFO,160.0,0.0007638597488403321,0.043392181396484375,1.0
GlobalFIFO,161.0,0.0007692313194274902,0.0433729887008667,2.0
GlobalFIFO,162.0,0.0007692313194274902,0.04331711292266845,0.0
GlobalFIFO,163.0,0.0007691216468811035,0.04258823156356811,3.0
GlobalFIFO,164.0,0.0007691216468811035,0.04258823156356811,1.0
GlobalFIFO,165.0,0.0007690119743347167,0.04258458375930786,0.0
GlobalFIFO,166.0,0.0007695150375366211,0.04496227741241455,4.0
GlobalFIFO,167.0,0.0011974215507507323,0.044936740398406984,2.0
GlobalFIFO,168.0,0.0011974215507507323,0.044936740398406984,2.0
GlobalFIFO,169.0,0.001220560073852539,0.044936740398406984,1.0
GlobalFIFO,170.0,0.0012240505218505857,0.04496227741241455,0.0
GlobalFIFO,171.0,0.0012310314178466794,0.045013351440429686,3.0
GlobalFIFO,172.0,0.0012240505218505857,0.04496227741241455,0.0
GlobalFIFO,173.0,0.0012275409698486324,0.04477330207824707,1.0
GlobalFIFO,174.0,0.0012310314178466794,0.04481534004211425,2.0
GlobalFIFO,175.0,0.0012345218658447268,0.04476852416992188,0.0
GlobalFIFO,176.0,0.0012449932098388672,0.040191125869750974,1.0
GlobalFIFO,177.0,0.0009148502349853515,0.040239076614379886,2.0
GlobalFIFO,178.0,0.0009137225151062012,0.04023043155670166,2.0
GlobalFIFO,179.0,0.000808095932006836,0.04023043155670166,1.0
GlobalFIFO,180.0,0.000808095932006836,0.04023043155670166,2.0
GlobalFIFO,181.0,0.000808095932006836,0.04023043155670166,1.0
GlobalFIFO,182.0,0.0008303642272949219,0.041949596405029294,1.0
GlobalFIFO,183.0,0.0008315086364746094,0.041985278129577634,0.0
GlobalFIFO,184.0,0.0008315086364746094,0.041985278129577634,2.0
GlobalFIFO,185.0,0.0010612964630126952,0.04196331977844238,2.0
GlobalFIFO,186.0,0.0010612964630126952,0.04196331977844238,1.0
GlobalFIFO,187.0,0.0014141559600830077,0.04196331977844238,2.0
GlobalFIFO,188.0,0.0014177560806274414,0.04198482036590576,0.0
GlobalFIFO,189.0,0.0014069557189941406,0.044568901062011716,5.0
GlobalFIFO,190.0,0.0014033555984497071,0.044543495178222654,1.0
GlobalFIFO,191.0,0.0013997554779052737,0.04451808929443359,3.0
GlobalFIFO,192.0,0.0014069557189941406,0.044568901062011716,0.0
GlobalFIFO,193.0,0.0014069557189941406,0.044568901062011716,0.0
GlobalFIFO,194.0,0.0014069557189941406,0.044568901062011716,2.0
GlobalFIFO,195.0,0.0013883423805236814,0.04459430694580078,1.0
GlobalFIFO,196.0,0.001381568908691406,0.044568901062011716,2.0
GlobalFIFO,197.0,0.0007568645477294922,0.044568901062011716,1.0
GlobalFIFO,198.0,0.0007570576667785644,0.04459430694580078,2.0
GlobalFIFO,199.0,,,3.0
GlobalFIFO,200.0,,,3.0
GlobalFIFO,201.0,,,1.0
GlobalFIFO,202.0,,,1.0
GlobalFIFO,203.0,0.0008569812774658202,8.677032346725463,1.0
GlobalFIFO,204.0,0.0008831310272216797,8.671882882118226,0.0
GlobalFIFO,205.0,0.0008831310272216797,8.671882882118226,0.0
GlobalFIFO,206.0,0.000883331298828125,8.677032346725463,1.0
GlobalFIFO,207.0,0.0008835315704345704,8.682181811332702,3.0
GlobalFIFO,208.0,0.0008982038497924805,8.677032346725463,0.0
GlobalFIFO,209.0,0.0009133338928222657,8.666733417510986,0.0
GlobalFIFO,210.0,0.0009132003784179687,8.661583952903747,2.0
GlobalFIFO,211.0,0.0013194370269775393,8.65128502368927,0.0
GlobalFIFO,212.0,0.0013194370269775393,8.176805243492126,1.0
GlobalFIFO,213.0,0.0013376331329345702,6.572419753074644,1.0
GlobalFIFO,214.0,0.003595860004425048,8.070166218280791,0.0
GlobalFIFO,215.0,0.003595860004425048,8.070166218280791,0.0
GlobalFIFO,216.0,0.0035719203948974608,8.281949501037598,0.0
GlobalFIFO,217.0,0.0035479807853698734,8.256798722743989,0.0
GlobalFIFO,218.0,0.0035719203948974608,8.281949501037598,0.0
GlobalFIFO,219.0,0.0036197996139526356,8.332251057624816,3.0
GlobalFIFO,220.0,1.6751696062088004,8.332251057624816,0.0
GlobalFIFO,221.0,1.7551763081550598,8.307100279331207,1.0
GlobalFIFO,222.0,1.7589875650405882,8.332251057624816,0.0
GlobalFIFO,223.0,1.7551763081550598,8.307100279331207,0.0
GlobalFIFO,224.0,1.7475537943840027,5.8415458035469054,0.0
GlobalFIFO,225.0,1.7399312806129457,5.813427560329438,3.0
GlobalFIFO,226.0,1.7437425374984743,4.132413029670717,0.0
GlobalFIFO,227.0,1.7475537943840027,0.2619861936569214,1.0
GlobalFIFO,228.0,1.7437425374984743,11.928866362571721,0.0
GlobalFIFO,229.0,1.7437425374984743,11.928866362571721,0.0
GlobalFIFO,230.0,1.3981369972229003,13.042631316184998,0.0
GlobalFIFO,231.0,0.4790222644805908,13.079083385467529,1.0
GlobalFIFO,232.0,0.4790222644805908,13.079083385467529,2.0
GlobalFIFO,233.0,1.3670716547966004,13.060857350826264,1.0
GlobalFIFO,234.0,1.3709174466133116,13.097309420108795,0.0
GlobalFIFO,235.0,1.3689945507049561,13.079083385467529,0.0
GlobalFIFO,236.0,1.3689945507049561,13.079083385467529,0.0
GlobalFIFO,237.0,1.3689945507049561,13.079083385467529,1.0
GlobalFIFO,238.0,1.3670716547966004,11.274436478614808,1.0
GlobalFIFO,239.0,1.3651487588882447,11.260230731964112,1.0
GlobalFIFO,240.0,1.3651487588882447,9.701897644996643,1.0
GlobalFIFO,241.0,1.3651487588882447,7.181517624855042,1.0
GlobalFIFO,242.0,1.361302967071533,32.419710388183596,1.0
GlobalFIFO,243.0,1.088872504234314,32.43894894123078,2.0
GlobalFIFO,244.0,1.7644566774368289,32.43894894123078,0.0
GlobalFIFO,245.0,1.786834189891815,32.467806770801545,0.0
GlobalFIFO,246.0,1.786834189891815,32.467806770801545,0.0
GlobalFIFO,247.0,1.7793750190734863,32.45818749427795,0.0
GlobalFIFO,248.0,1.786834189891815,32.467806770801545,0.0
GlobalFIFO,249.0,1.7917380809783932,32.47742604732513,0.0
GlobalFIFO,250.0,1.7996231317520144,32.487045323848726,0.0
GlobalFIFO,251.0,1.8075081825256347,32.49666460037231,0.0
GlobalFIFO,252.0,,,0.0
GlobalFIFO,253.0,,,2.0
GlobalFIFO,254.0,0.3296494960784912,28.206967067718505,0.0
GlobalFIFO,255.0,0.32280106544494613,28.18084876537323,0.0
GlobalFIFO,256.0,0.4790279674530029,28.154730463027953,0.0
GlobalFIFO,257.0,0.4805027675628662,26.703593270778654,0.0
GlobalFIFO,258.0,0.45987994194030757,23.234529123306274,0.0
GlobalFIFO,259.0,0.45987994194030757,23.234529123306274,0.0
GlobalFIFO,260.0,0.45987994194030757,23.234529123306274,0.0
GlobalFIFO,261.0,2.9522228717803953,23.158687152862548,3.0
GlobalFIFO,262.0,2.9522228717803953,21.483931379318236,2.0
GlobalFIFO,263.0,2.9522228717803953,21.483931379318236,3.0
GlobalFIFO,264.0,2.953081250190735,20.3123717546463,0.0
GlobalFIFO,265.0,2.9539396286010744,18.63723467826843,0.0
GlobalFIFO,266.0,2.9543688178062437,16.73000871181488,0.0
GlobalFIFO,267.0,2.9543688178062437,16.73000871181488,2.0
GlobalFIFO,268.0,2.9547980070114135,10.804153342247009,0.0
GlobalFIFO,269.0,2.9547980070114135,10.804153342247009,0.0
GlobalFIFO,270.0,2.9539396286010744,10.804051504135131,0.0
GlobalFIFO,271.0,2.645005016326904,10.699450531005859,0.0
GlobalFIFO,272.0,0.08025171279907226,9.156402006149293,0.0
GlobalFIFO,273.0,2.7308577537536625,9.138365495204926,2.0
GlobalFIFO,274.0,2.799843544960021,9.120328984260558,2.0
GlobalFIFO,275.0,2.788119270801544,9.102292473316192,4.0
GlobalFIFO,276.0,2.799843544960021,7.270445232391356,0.0
GlobalFIFO,277.0,2.799843544960021,7.270445232391356,2.0
GlobalFIFO,278.0,2.799843544960021,21.41374305725097,0.0
GlobalFIFO,279.0,2.799843544960021,21.41374305725097,0.0
GlobalFIFO,280.0,2.8115678191185,22.405809342861176,0.0
GlobalFIFO,281.0,2.788119270801544,22.379749691486357,0.0
GlobalFIFO,282.0,2.788119270801544,22.379749691486357,0.0
GlobalFIFO,283.0,1.6838301301002503,22.379749691486357,0.0
GlobalFIFO,284.0,1.3789525032043457,22.36671986579895,0.0
GlobalFIFO,285.0,0.001381988525390625,22.379749691486357,0.0
GlobalFIFO,286.0,0.001381988525390625,22.379749691486357,2.0
GlobalFIFO,287.0,1.8158305597305298,22.35369004011154,1.0
GlobalFIFO,288.0,1.8207456016540526,21.075469608306886,1.0
GlobalFIFO,289.0,1.810915517807007,21.052343034744265,1.0
GlobalFIFO,290.0,1.8293378353118896,19.977108454704286,1.0
GlobalFIFO,291.0,2.0335153341293335,19.035315659046173,3.0
GlobalFIFO,292.0,2.0500043535232546,17.678695154190063,0.0
GlobalFIFO,293.0,2.0499304294586183,16.94740011692047,1.0
GlobalFIFO,294.0,2.0500043535232546,11.952064142227172,0.0
GlobalFIFO,295.0,2.049856505393982,11.951097192764282,0.0
GlobalFIFO,296.0,2.049856505393982,11.951097192764282,0.0
GlobalFIFO,297.0,2.0500043535232546,10.503643629550934,0.0
GlobalFIFO,298.0,2.620284299850464,10.502820091247559,4.0
GlobalFIFO,299.0,3.037478959560394,8.728505897521972,2.0
GlobalFIFO,300.0,3.0420381069183344,7.2101035404205325,2.0
GlobalFIFO,301.0,3.037478959560394,7.1957635402679445,0.0
GlobalFIFO,302.0,3.037478959560394,7.117817559242249,0.0
GlobalFIFO,303.0,3.046597254276276,5.82954485654831,0.0
GlobalFIFO,304.0,3.0420381069183344,5.45784083366394,1.0
GlobalFIFO,305.0,3.0511564016342163,0.19126930236816408,3.0
GlobalFIFO,306.0,3.046597254276276,23.145474154949202,0.0
GlobalFIFO,307.0,3.046597254276276,23.145474154949202,0.0
GlobalFIFO,308.0,2.9879806303977974,25.765301921367648,0.0
GlobalFIFO,309.0,2.100284605026245,25.824412937164308,0.0
GlobalFIFO,310.0,2.099325838088989,25.804709265232088,0.0
GlobalFIFO,311.0,1.2327873682975765,25.844116609096528,0.0
GlobalFIFO,312.0,0.2646718835830688,25.844116609096528,0.0
GlobalFIFO,313.0,0.2646718835830688,25.844116609096528,1.0
GlobalFIFO,314.0,2.8451678848266586,25.863820281028747,1.0
GlobalFIFO,315.0,2.917644567489624,25.824412937164308,0.0
GlobalFIFO,316.0,2.9291327881813047,24.00882720708847,2.0
GlobalFIFO,317.0,2.9291327881813047,24.00882720708847,0.0
GlobalFIFO,318.0,2.963597450256348,22.311797075271606,0.0
GlobalFIFO,319.0,2.952109229564667,22.288954055309297,2.0
GlobalFIFO,320.0,2.952109229564667,19.886023736000062,0.0
GlobalFIFO,321.0,2.940621008872985,19.839455051422117,0.0
GlobalFIFO,322.0,2.952109229564667,15.45656260251999,0.0
GlobalFIFO,323.0,2.952109229564667,15.45656260251999,0.0
GlobalFIFO,324.0,1.8217657518386838,15.349481825828553,0.0
GlobalFIFO,325.0,0.14735337495803835,13.11579772233963,1.0
GlobalFIFO,326.0,0.5918179035186767,13.07987512588501,0.0
GlobalFIFO,327.0,0.5918179035186767,13.07987512588501,3.0
GlobalFIFO,328.0,1.1317747354507448,13.055926728248597,0.0
GlobalFIFO,329.0,1.1317747354507448,11.834299349784851,0.0
GlobalFIFO,330.0,1.1317747354507448,10.29572446346283,0.0
GlobalFIFO,331.0,1.1317747354507448,8.102786135673522,0.0
GlobalFIFO,332.0,1.1317747354507448,8.102786135673522,0.0
GlobalFIFO,333.0,1.1261972022056583,8.102218873500824,1.0
GlobalFIFO,334.0,1.1373522686958313,6.618644192218781,0.0
GlobalFIFO,335.0,1.142929801940918,5.817184009552002,0.0
GlobalFIFO,336.0,1.15134471654892,3.9450471282005313,1.0
GlobalFIFO,337.0,1.1368625760078428,32.605689413547516,1.0
GlobalFIFO,338.0,0.447874128818512,32.62175749540329,1.0
GlobalFIFO,339.0,0.14171057462692258,32.605689413547516,0.0
GlobalFIFO,340.0,0.005292744636535644,32.605689413547516,0.0
GlobalFIFO,341.0,0.005060880184173583,32.605689413547516,0.0
GlobalFIFO,342.0,0.005165100097656251,32.581587290763856,0.0
GlobalFIFO,343.0,0.005122327804565428,32.56551920890808,1.0
GlobalFIFO,344.0,0.005100941658020018,32.5574851679802,1.0
GlobalFIFO,345.0,0.7032689452171325,32.54141708612442,2.0
GlobalFIFO,346.0,0.7032689452171325,32.54141708612442,0.0
GlobalFIFO,347.0,0.7329257869720459,30.523122043609618,0.0
GlobalFIFO,348.0,0.7329257869720459,30.523122043609618,0.0
GlobalFIFO,349.0,0.7328532648086548,29.15757667541504,0.0
GlobalFIFO,350.0,0.7328895258903504,27.698464045524595,1.0
GlobalFIFO,351.0,0.7329257869720459,27.560736293792726,3.0
GlobalFIFO,352.0,2.0762847542762755,26.35034613609314,2.0
GlobalFIFO,353.0,2.0932582354545586,25.188246071338654,0.0
GlobalFIFO,354.0,2.1017449760437,23.179759044647216,0.0
GlobalFIFO,355.0,2.1102317166328435,21.344832134246825,0.0
GlobalFIFO,356.0,2.1017449760437,21.344756031036376,0.0
GlobalFIFO,357.0,2.1272051978111266,20.596656165122987,4.0
GlobalFIFO,358.0,2.1102317166328435,20.596495118141174,2.0
GlobalFIFO,359.0,2.1526654195785517,16.170750517845153,0.0
GlobalFIFO,360.0,2.1356919384002686,16.15030156135559,0.0
GlobalFIFO,361.0,2.1272051978111266,16.14007708311081,0.0
GlobalFIFO,362.0,0.9864855957031247,14.980329680442809,0.0
GlobalFIFO,363.0,0.0015261244773864745,13.70423825263977,2.0
GlobalFIFO,364.0,0.0015250015258789062,13.701346654891967,2.0
GlobalFIFO,365.0,0.003673915863037109,13.276455965042114,0.0
GlobalFIFO,366.0,0.6815400362014772,11.41110165119171,0.0
GlobalFIFO,367.0,0.6815400362014772,11.41110165119171,0.0
GlobalFIFO,368.0,0.687496395111084,9.507625875473023,2.0
GlobalFIFO,369.0,0.6845182156562806,9.498946194648743,0.0
GlobalFIFO,370.0,0.6904745745658873,8.123984298706054,1.0
GlobalFIFO,371.0,0.6934527540206907,6.028554067611694,0.0
GlobalFIFO,372.0,0.6934527540206907,6.028554067611694,1.0
GlobalFIFO,373.0,0.6904745745658873,24.018550400733947,0.0
GlobalFIFO,374.0,0.6934527540206907,24.02028039932251,2.0
GlobalFIFO,375.0,0.6934527540206907,24.02028039932251,0.0
GlobalFIFO,376.0,,,2.0
GlobalFIFO,377.0,0.0029527378082275387,24.018550400733947,0.0
GlobalFIFO,378.0,0.0029527378082275387,24.018550400733947,0.0
GlobalFIFO,379.0,0.0029715156555175774,24.02028039932251,0.0
GlobalFIFO,380.0,0.0029527378082275387,24.018550400733947,0.0
GlobalFIFO,381.0,0.0029527378082275387,24.018550400733947,0.0
GlobalFIFO,382.0,0.26776092052459727,24.01336040496826,0.0
GlobalFIFO,383.0,0.2736426258087158,21.268967485427858,4.0
GlobalFIFO,384.0,0.2736426258087158,21.268967485427858,0.0
GlobalFIFO,385.0,1.1157413959503175,20.116063904762267,0.0
GlobalFIFO,386.0,1.338868215084076,20.115900547504424,0.0
GlobalFIFO,387.0,1.3511981201171874,17.060460538864135,2.0
GlobalFIFO,388.0,1.3511981201171874,17.060460538864135,0.0
GlobalFIFO,389.0,1.3496237730979919,17.03973108291626,0.0
GlobalFIFO,390.0,1.3511981201171874,15.130343198776245,0.0
